,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
BM_22_263,3.312194596,12.38769334,7.429128208,7.917468303,0.093488161,5.505132466,1.704249403,10.85684748,8.335474016,5.497723797,2.188865835,7.903024521,8.626594012,4.444576349,5.029895414,6.89931867,6.163789743,6.71301308,10.04852974,6.463139842,4.53413747,8.738297028,6.408590315,5.037060858,7.2244627,5.665999666,6.664777254,4.435995321,5.873965974,6.688210396,4.205905179,5.194866044,5.722947821,5.720413147,1.588004897,2.47109146,9.665418772
hB_RNA_9125,4.099488955,12.71045814,7.453818795,7.670820625,-0.069232116,5.788609691,2.386402739,10.40413291,8.408494671,5.317236895,1.758879247,8.035142317,8.79188991,4.710948863,3.915539019,6.156730534,6.344098829,6.893754538,9.820318541,6.813106515,4.269382961,9.079533076,7.040146213,4.896769859,7.148733346,6.141534998,6.403224481,4.471255447,6.013902455,6.838215888,3.310508773,5.237414395,5.883258842,5.594630512,2.92481222,2.935689167,9.677454517
BM_22_138,4.20540456,12.63137978,7.461048983,8.036122898,0.649156655,7.243640616,1.318102861,10.54435628,8.459413977,5.364181768,3.186631316,7.346598226,9.101801013,4.663591122,4.250372632,6.497092551,6.323855544,7.052368181,10.05505806,6.823750708,4.908477652,9.326672375,7.084491024,4.833527878,7.146128229,5.961781582,6.845574872,3.929560695,6.065508267,7.12974457,3.319236258,5.329270914,5.201494571,5.688258601,2.953973172,3.031842466,9.693952636
BM_22_67,2.961026933,11.47087442,7.618237338,7.840363113,0.615608136,6.803749963,1.687390187,10.92060385,8.541776859,5.236680269,2.39804173,7.61735825,8.614938064,3.999877801,4.032077896,6.604569552,6.818346613,6.432973231,10.37866251,6.232877694,4.092962649,8.048511736,7.067485667,4.505460794,7.512998775,5.441434625,6.073736042,3.784353223,6.105004377,6.540867989,3.132158715,5.408767954,5.189993044,5.495570655,2.694799555,2.958664014,8.999080717
hB_RNA_12211,3.816288491,13.437385,7.334660375,7.910576521,2.291987637,7.888556939,3.198644791,10.89038722,8.388004188,5.66387874,4.147785316,8.001951567,8.678933842,5.214698795,4.307068106,6.807742367,4.993595178,6.772184804,9.982793408,6.829761528,4.188379164,8.887827554,6.728291198,5.239094027,7.013155403,6.055021353,6.838799282,5.215880518,5.692181115,6.807866991,4.29839448,5.049672939,6.220185455,6.012736937,2.664003079,3.614592572,10.45533141
hB_RNA_9211,4.195551673,12.77092152,7.427738913,8.003049028,1.787225237,8.07442558,1.808198966,10.80227868,8.168274907,5.848040805,3.464871869,7.755008134,8.595426955,4.959156042,4.651048793,6.510637562,5.750212946,6.926618099,10.04901629,6.839936436,4.569823091,8.583998223,6.400256927,4.798930809,6.926117441,5.877125001,6.8176947,4.613809022,5.170434103,6.576975753,3.659871571,5.185836485,5.747512118,5.728713349,2.685576109,3.1484154,9.880705807
BM_22_135,3.648680029,11.96913378,7.514398476,7.609018906,-0.505199269,6.303210507,2.388977152,10.6984564,8.319321612,5.608838891,1.905672942,7.576753414,8.975123323,5.003915265,5.500353109,7.105603862,6.192028813,6.669499924,10.16859479,6.76595583,3.837835116,8.808410165,7.392044333,5.413138714,7.461454036,5.97362525,6.57370886,4.580113021,5.875125903,6.745553739,3.448010467,5.342639174,5.392861703,6.317278888,3.055567526,2.67072646,8.937391347
BM_22_75,3.38579117,12.2961663,7.510868226,7.738465424,1.78571141,7.051324272,2.345306883,10.63501715,8.204926322,5.267577739,3.610485863,7.103829051,8.749381874,4.166552973,4.483123413,6.383293543,6.412450368,6.50131786,10.14991302,6.661091419,3.775593517,8.41905893,7.255096783,4.804591891,7.190079695,6.20491322,6.798539003,4.440079,5.946613131,6.697009676,3.048776101,5.135967455,5.050071738,5.830511288,2.63128506,2.772208496,8.861894855
hB_RNA_9212,3.655135855,12.87094252,7.54076337,8.015563741,0.777075725,6.869894618,3.656211232,10.96561864,8.409765061,6.027539294,2.400348358,8.382904804,8.902043737,4.86108994,5.292782578,7.015008324,6.324157513,6.616223311,10.27113992,6.763767642,4.664118087,9.103674319,6.584078184,5.247830475,7.306118334,6.03210417,7.149772906,5.344136993,5.582257047,6.607441122,4.203041477,5.167365241,6.091897182,6.122882753,1.763436856,2.565831204,9.831694112
hB_RNA_9213,3.964896125,13.56266319,7.745732842,8.493482098,3.109085176,9.412963844,2.432969969,10.97382243,8.365540336,6.233167707,4.206830148,8.194507929,9.037519652,4.891626454,4.991795499,7.252867461,5.674062833,6.898248195,10.51592156,6.980839094,4.822756736,8.71925493,5.866427439,5.107200579,7.118330875,6.536136336,7.375814961,5.138499345,5.26332323,6.894213586,3.587751561,5.555538304,6.107444072,5.945071986,2.568231004,2.989444369,10.31645238
BM_22_102,3.589494418,12.586838,7.71880181,7.811521297,0.460567235,6.124003518,1.503714047,10.98979428,8.624967358,5.698587555,2.337218446,7.576941459,8.716823511,4.507578572,4.117838198,6.338213113,6.718426644,6.541867345,10.43132282,6.621410462,4.244830625,8.487848214,6.936502159,4.476155099,7.31654152,5.682832761,6.4143178,4.928338343,6.193158986,6.630977391,2.886051225,5.238675841,5.724778579,5.584032053,2.843927966,2.255982144,9.481921939
BM_22_175,3.637640542,13.07419808,7.402120394,7.579975196,1.955772832,7.921733454,0.314383479,10.50035299,8.373038986,5.687093304,3.450533323,7.333013561,8.777118849,4.794677821,4.145679239,6.305765242,6.424160992,6.706052673,10.09547085,6.770800176,4.202059733,8.341905496,7.064525146,4.749996526,7.116356988,5.877057628,6.756485193,4.61644785,6.070084508,6.738636255,3.586946212,5.263889569,5.510585224,6.07726841,2.887085216,2.618728534,9.589782054
BM_22_66,3.39049506,11.31294969,7.405068206,7.862269497,2.116689123,8.112773394,1.282441721,10.49676831,8.165167406,5.242056213,3.998983687,7.429057114,8.676378734,4.573674095,4.408197866,6.936079298,6.540259081,6.621254596,9.885667774,6.516068261,4.520308731,8.280537052,7.941081612,4.764456752,7.057232445,5.593931212,6.706930811,4.206212808,6.187361844,6.706603019,2.906239532,5.264210052,5.232983428,5.543232903,3.197902706,2.623687592,9.011462804
hB_RNA_9214,1.986132755,12.17171779,7.308873986,7.671234748,0.159245973,5.428613418,3.014838678,10.83680306,8.199710863,5.342485203,1.074171642,7.649382536,8.595223681,4.785107559,4.478864557,6.380954981,6.221502912,6.776493351,10.02925265,6.881540622,4.109013198,8.66370093,6.929574431,5.293651154,7.315475428,6.092598865,6.542120114,4.143152522,5.427370534,6.720505765,4.429609566,5.249325856,5.582306095,5.622239024,1.586441552,2.989434676,9.516416481
BM_22_203,3.724509034,11.95008367,7.487696988,7.709334841,-2.031898571,5.206270052,2.321790085,10.92232307,8.485020745,5.674848789,1.808868886,7.722655381,8.855758127,4.960455579,4.917432108,7.149852683,6.319489946,6.613207661,10.42986445,6.859068504,3.756414873,8.436924891,6.996974282,5.088785608,7.389391825,5.984377607,6.586105923,4.824926366,5.644243588,6.802348121,3.268842155,5.269342362,5.519971263,6.050914216,2.65279568,3.231942817,9.2929464
BM_22_164,3.459312606,12.66917752,7.330014808,8.090195039,1.904088946,6.056604929,1.975930374,10.8972461,8.618237803,5.653689733,2.208039512,8.064666532,8.642276849,5.02719427,4.460914892,6.71217366,5.01341315,7.406225335,9.803628291,6.807954251,4.123715822,9.658393915,5.577529217,5.258933473,6.762200628,5.974801918,6.846736292,5.746108327,4.86985469,6.654394855,4.110070377,5.742642901,6.624775628,5.770724472,3.328674316,3.41905032,10.66260059
BM_22_262,3.87391239,12.24695902,7.381550603,7.960542429,0.332420719,6.054316413,2.301490541,10.91354392,8.2609732,5.509865667,2.246596356,7.732197904,8.738556152,4.606056068,4.626243335,6.626425137,6.023254901,6.571313038,10.21653623,6.656609795,4.135671822,8.427092252,6.998342325,4.991226386,7.035794368,6.124316398,6.600103816,4.924742317,5.733590129,6.739510199,3.992598065,5.139999372,5.823859138,5.686583728,2.814654976,3.388727118,9.522681091
BM_22_2,3.937137306,13.61039261,7.525290788,7.834249737,1.686086002,7.280918699,2.85397758,10.92386998,8.402067807,5.576970832,3.338140474,7.909759264,8.839093223,4.839519643,3.978998213,6.604856361,6.07574488,6.538429509,10.07218724,6.941434709,4.407789591,8.242275945,6.121710727,4.87612539,7.224374737,6.36615924,6.963012848,5.196020699,5.579791908,6.813248458,3.710154575,5.244944809,6.43360168,5.974002957,2.263551223,2.503632699,10.29249199
hB_RNA_7845,3.451687309,11.92270326,7.711193096,7.938025428,0.909405133,6.800601134,0.823454001,11.00509587,8.409965575,5.092449225,3.1011723,7.60237396,8.676562281,4.104260096,3.74374613,5.894957108,6.760957627,6.485906046,10.1253239,6.346691939,3.995515715,8.165822465,7.364912152,4.450891256,7.092236106,5.600205464,6.383511097,3.973811442,5.896007153,5.918223659,3.803711382,5.49710528,5.416881171,5.387769916,3.134813784,2.458357343,9.732362443
BM_22_131,4.466614774,12.00831755,7.53251562,7.967532827,1.376565683,7.018143815,2.444340687,11.11059617,8.379027139,5.686572052,2.817579526,7.952120632,8.942738501,4.981340229,5.311233209,7.113767883,5.870417601,6.855702715,10.34267123,7.049591262,4.580325804,9.209990905,6.279937671,5.356556119,7.036632456,6.407800863,7.231813269,4.475691658,5.679873792,7.40878255,4.167194747,5.016708214,5.574692699,6.017126633,1.794749262,3.24670568,9.719285808
BM_22_145,3.948986936,12.4528524,7.502797589,8.076245708,0.950556307,7.164631237,3.103530519,10.42020559,8.412435529,5.296576332,3.074823782,7.443213303,8.733855399,4.649797305,5.053477856,6.551247569,6.392510048,6.876000946,9.971103913,6.909732472,5.109088326,9.229563,6.400685618,4.668703402,7.08696894,6.20423351,7.065637704,5.170519237,5.168632071,7.281296596,3.433230039,5.066376064,5.65717007,5.545098149,2.071604853,3.416357298,9.523086821
BM_22_165,3.708361705,12.70261245,7.513330666,7.607188906,2.177847982,7.851243448,2.60637696,10.83608252,8.410488662,5.557495083,2.540316408,7.504499572,8.902833605,4.546894597,3.923228525,6.20413981,6.738902382,6.749689277,10.18391994,6.84213055,4.331726873,8.718593385,7.387453441,4.548032026,7.296394949,6.001157196,6.424134205,4.946674364,6.435808087,6.771607958,4.001522059,5.265214824,5.875898576,6.039944372,3.056246592,2.80633827,9.358293969
BM_22_108,4.023210167,12.59391061,7.564039267,8.206477141,3.168009848,8.635970037,2.660152129,11.48246403,8.209310615,6.206211619,3.703949572,8.299472227,8.945450487,4.746461914,5.35250582,7.227616762,5.296064409,6.918373365,10.15698329,6.871146143,3.3223608,8.68826472,6.608342503,5.205850338,6.71508292,6.30688219,7.325363688,4.782405039,4.616252727,6.602745645,3.707563464,5.276282383,5.743484717,5.825160099,2.995086496,3.456991965,10.17150808
BM_22_89,3.701471681,11.78746568,7.616973858,7.856951577,0.518301874,6.109443189,1.63374412,10.69197788,8.503686818,5.700120651,1.795884299,7.807574383,8.873724262,4.567347065,4.2055073,6.560237347,6.903743356,6.710709761,10.22497262,6.545689959,4.1214508,8.306908194,7.390053133,4.714361772,7.256254944,5.960200956,6.710743353,4.252344746,6.011137619,6.948694106,2.970748917,5.382208344,5.354293271,5.770704318,2.989274533,2.975399132,9.278985748
hB_RNA_12191,3.343619563,11.48154991,7.539623731,7.550585246,1.026725981,7.119472041,2.040531617,10.93553317,8.404024511,5.330773955,2.846793974,7.084454111,8.614787641,4.3697184,4.760976023,6.884223139,6.61131479,6.257565215,10.3460462,6.32679616,3.673648448,8.183196957,7.977046943,4.658848824,7.235297408,6.030227781,6.414458181,4.212567187,5.899540855,6.649421078,3.742798011,5.1330634,5.075309497,5.530727526,3.078343154,3.601236832,9.286834102
BM_22_120,3.204362174,11.05564878,7.359597591,7.490314689,-0.135217676,5.360914445,2.176806782,10.49053981,8.377619322,5.012824762,0.779155923,7.360772644,8.571204169,4.704054123,4.898617901,6.450285033,6.384829261,6.361445842,9.902492157,6.541418532,4.478955071,8.708681195,6.824719024,4.771923182,7.451553844,5.567267861,6.549327278,4.479645819,6.002538217,6.723550294,3.747301287,5.195585743,5.479993889,5.844555659,2.237817197,2.457523835,9.138087391
BM_22_113,3.565919701,11.31973278,7.461191445,7.713819678,4.004842584,8.931308235,1.507710799,10.92479536,8.458853997,5.419029224,4.924606999,8.206578783,8.596666313,4.301689018,4.044392212,5.961594596,6.340253108,6.761496,10.14981358,6.656179756,4.098422347,8.786083674,7.551405261,4.61344108,6.743566959,5.909363457,6.332936549,4.053251275,6.164988155,6.670581349,3.288382143,5.092922452,5.563672639,5.491360799,2.297843596,2.949725543,9.895946974
hB_RNA_9194,2.952869064,11.9297557,7.362095519,7.301315645,-0.795107255,5.535344969,1.110721944,10.33422659,8.542272184,5.248558724,0.925196717,7.553336624,8.463437538,3.992266596,4.780633702,6.195927191,7.087392755,5.967572057,9.988795631,6.082048095,4.588856316,7.729563109,7.138104548,4.726272269,7.254776328,5.375333454,6.228453546,3.672454371,6.781752333,6.095206351,3.889329388,5.347708579,4.908428226,5.732519152,2.99479303,1.366293588,9.287748059
hB_RNA_9195,3.349673347,11.52323893,7.353371161,7.45523103,0.77167233,6.776788091,2.818139133,10.49472641,8.370214279,5.177620671,3.151999931,7.44296646,8.480422981,4.573501249,5.247944513,6.856876262,6.528371919,5.946852393,10.11549985,6.084110947,3.828537224,7.842353161,7.166165849,5.162490094,7.381257279,5.683320282,6.433000761,4.121968725,5.737940102,6.352134172,3.593331203,5.301781794,4.812656228,6.040274015,2.624739412,2.066563221,8.375506179
BM_22_173,4.098278335,12.54039177,7.66665288,7.85767587,0.80803282,6.771060541,2.232427979,10.99494935,8.559603485,6.045791679,2.588765475,8.077663036,8.850534292,4.816448352,5.025698947,7.240858201,6.461479472,6.911943791,10.35889568,6.651656389,3.967435674,8.373926575,7.040922885,5.230299619,7.319950158,6.513813336,6.590267753,4.682604864,5.589040644,6.710337668,3.024681007,5.152024163,5.718430029,5.901818536,2.499675947,3.116764953,9.719344536
hB_RNA_8125,4.180618054,13.69101367,7.47535413,8.289433173,4.039953898,10.05597697,5.038495736,10.5343969,8.459347781,5.978285892,5.56137806,8.606719544,8.913057153,5.59014525,5.395941669,7.138118638,5.409136378,6.939803489,9.92448104,6.9921693,5.156402667,9.328299658,4.867883146,5.295683674,7.174984588,6.283580683,7.22227516,5.311721287,5.142285024,6.757684786,4.617056313,5.029033078,6.978286062,6.164989891,1.94708713,2.676284551,10.74283607
BM_22_134,3.088448526,10.86457241,7.278821651,7.044125336,0.120077182,5.852637599,3.574824997,10.54343854,8.203609805,5.056677508,1.680453463,7.493580616,8.581195638,3.958617123,2.559378884,5.956090638,6.179031768,6.46177411,9.976879278,6.801442344,2.920774661,7.499905329,7.351004403,4.49796561,7.149113567,4.462104574,6.627984223,5.017721225,6.238507344,5.613652362,3.254198753,5.709636055,6.664114989,5.910983894,4.045383265,2.840421157,8.826306905
BM_22_143,3.701108227,11.54486682,7.548292545,8.073455441,0.594843388,7.088707312,2.405726428,10.47063892,8.485128988,5.723777679,2.575620654,7.722701405,8.754630938,4.646349824,5.564537711,7.308001305,6.595995505,6.574815555,10.16912673,6.678382039,4.666982577,9.180569696,6.592323511,4.695288736,7.447012857,6.4290674,6.916410729,4.563810982,5.354680894,7.385916591,3.783731707,5.37738677,5.407432361,5.674282964,2.2691691,3.157043066,9.587222019
hB_RNA_9173,3.802842798,13.08698163,7.449034703,7.704696073,1.25158223,6.678592445,3.511779235,10.61710746,8.305722625,6.092642384,2.300578068,7.976410876,8.884928286,4.821604241,4.348235429,7.005507303,5.467235707,6.574597819,10.20289992,7.121306584,5.16215344,8.972549948,6.099212154,4.872885805,7.216298535,6.288546645,7.022566536,5.233715346,5.800540246,7.242238505,3.333204367,5.377949378,6.131180652,5.850185408,3.256713864,3.53055486,10.07775376
